tweet,user,label
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,hershy,
"With Futuristic patents in its store, #nokia can revolutionize the future of human-smartphone interaction.#Microsoft  http://t.co/Hc7p9BSJ64",shivang88sagi,positive
http://t.co/LQaPXsiUEf Microsoft   Nokia 10 ,KimWudl2,
Semoga d indonesia juga RT @Gila_Gadget: Microsoft Turunkan Harga Nokia Lumia 1020 Di Amerika http://t.co/GeBCcPMlnj,camall_cavendis,
@daringfireball @gruber Insightful! Would this suggest Microsoft is actually on the right track with the laptop/tablet Surface strategy?,vmah,positive
#ChongqingJobs Consultant - Test Job: Microsoft - Chongqing - Job Category: Services &amp;... http://t.co/uCTKCXtPsJ #Job #Chongqing #Jobs,Chongqing_Jobs,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps:http://t.co/O8TKG9q3J2,Katlegofrost,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/ALSt146Kst",AndroidWorld5,
@ToriScheerer better sit with me in intro to Microsoft tomorrow,vinny_lup,
TU9 has passed Cert testing! The Microsoft LIVE team has scheduled the TU9 roll out for Friday 5th April. The End is nigh :),AdriannaHays,
@Microsoft @thevowel Can't find it on iOS.,BkLiveWire,
"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W",ADAMnichols_,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/B3gxVsvOvq",SingaporeAdv,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,eeadpi,
"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music service today, nearly a year...",SNYDERSnyderd,
RT @MicrosoftUKM: Tahukah Anda? Microsoft akan menghentikan support utk Windows XP &amp; Office 2003 pada tanggal 8 April 2014 http://t.co/T0fC,James_gautama,
Lumia tablets? Surface phablets? Microsoft's tricky new post-Nokia positioning ... - ZDNet http://t.co/OLGyL4UVxZ,OperateSystems,
"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",corhonx,
"Android Police : Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/nYOmY2eFyv",AggregatorTech,
"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music servi... http://t.co/uRva9qH2Tv",Feed4You,
"@themusicpimp Alejandro, cmo ves la entrada de Microsoft al negocio del streamng? Podrn competirle a Pandora, Spotify y Deezer?",JesusMesa,
Love how Microsoft won't let me use my email that I've had for 4 years and they are asking me to verify with the email I can't access. #Fuck,youmissedaspot7,negative
"#TECHNEWS:  Wall Street Journal (blog) Microsoft Expands Xbox Music Service to Android, Apple Devices... http://t.co/wZIBFlw8jD",rickrick888,
I don't give two shits if they're being rushed. That is no excuse. Microsoft is fucking people (@YouTube http://t.co/UdyjL9oDcV),JaminBBC,
Microsoft Launches Xbox Music on Web for Free http://t.co/KB8Bi85oDu,PeterBomerr,
"http://t.co/1LqjCfS8Jc un anno per farlo, ancora non c' la versione iOS e la modalit offline arriver tra mesi?  uno scherzo, spero.",floo1989,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek  http://t.co/iQFe9XknxY",applenews_us,
"Nokia #CEO Stephen Elop becomes favorite to take over at Microsoft -  Stephen Elop,... http://t.co/mEj8IiAsNg  #ColinGillis #SteveBallmer",TehNewYorkPost,
Tekad Microsoft Majukan UKM Indonesia - http://t.co/3prEaXIO2g,aktiflab,
"Worries That Microsoft Is Growing Too Tricky to Manage, via @nytimes . @jack_welch thoughts ? http://t.co/ZVL6LqxAPS",jholston,
"@_Fearless_M Nope you already have it on your computer you just have to set up you Microsoft account, gonna have to call me one day to help",xADORE_Razh,
"Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/CsJLyhc7Ov http://t.co/LM09piVMfv",Lip6Tekno,
"Microsoft Expands Xbox Music Service to Android, Apple Devices http://t.co/Q83mFO8sC7 via @AndyFixmer of @BloombergNews",JonErlichman,
RT @cultofmac: Microsoft Is About to Get Scroogled http://t.co/6GsPGQSVb5,TheMjolnir,
"RT @techedlive: Microsoft TechEd NZ 2013 is almost here. Are you ready?
#tenz http://t.co/rfhz5BNM78",schnoll,
RT @OpTicMiDNiTE: I think the Xbox One dashboard looks like an improved version of the current. Very Windows 8-like but what did you expect,Ryosaur,
"@BillGates Hi Bill, went out dinner, my birthday today, just my take, invest more in your homeland, Vietnam is way too corrupt,Microsoft",marialoi,
development by magento developers cisin com Adak Cisin is an ISO certified and Microsoft Gold Certif,TzouliabgtAbudi,
@ItsOasus its infected with Microsoft is the problem.,FirestormSix,negative
Microsoft expands Xbox Music service to Web and devices - USA TODAY http://t.co/fkDfk7JrKf,Tax4Bands,
Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/ePaTy22Fbx,peterbryson04,
"@Heart_aN_Sole lol how hypocritical...Mac doesn't get viruses and when u get tue Microsoft office on there, its perfect for school work.",ShotsofTequila_,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/t63Xp1dGc1",Appleupdate119,
"RT @EdwardTufte: Microsoft shocked, just shocked about NSA encryption hack:  http://t.co/n8triwsFTD  But Google acts, encrypts data: http:/",raynetoday,negative
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Carl_Nattrass,
"Microsoft tackles online music with free, streaming Xbox Music; hopes to win new Windows users http://t.co/3GFaj3R19N",stpaulbuzz,
I liked a @YouTube video http://t.co/c6J4Z7m7ob Winsongs 95 (Microsoft Parody),Dantepotmons,
"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music servi... http://t.co/n2cmpu7q52",MobileLizard,
@9to5mac A few minutes before https://t.co/pRiSU0CSvj the tweet,Chasapple,
"Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web: REDMOND, Wash., Sept. 9,... http://t.co/8VM8cS3ipm",PRNmusic1,
#Microsoft Ballmer announces plan to retire and the stock kicks up nearly 10 percent.  Tells us what the market thinks of his leadership.,kushkovski3,negative
"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music servi... http://t.co/6kAdqbzTJz",TechFeed4You,
"Microsoft Word just crashed, and I lost my entire essay. Ha. Ha. Ha. On that night, screw it, and good night.",selenamaee,negative
"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",_daniloe,
RT @nytimes: Worries That Microsoft Is Growing Too Tricky to Manage http://t.co/Lv24x5opls,sad2002,
Microsoft Takes Xbox Music to Rival Devices http://t.co/1IzpCwIIwV #sm,BradBennett,
#Microsoft releases Xbox Music for #iOS with ad-free music streaming and cross-platform syncing - #Microsoft... http://t.co/6NYY8cRzQj,omarboulakjar,
"#joemacintosh Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox... http://t.co/HsoIKonpry",JoeWindows,
"@LouisatheLast think microsoft did an update to bring the start menu back, but i dont know as im on vista so not too worried about 8",Sirius7dk,
iclarified: Microsoft Releases Xbox Music App for iPhone [Update] http://t.co/Ose7PSjb4H,ibluecosmos,
Hopefully I can finish everything at school.....why does my computer not have Microsoft word!! :(,shammiliciouss,positive
RT @EricPoivron: Ingnieur .Net Microsoft Dynamics CRM  http://t.co/B2Pp29MWeh,Dynamics__CRM,
I seriously have to do homework on how to use fucking Microsoft Word. Are you fucking kidding me?,hacharyzanford,negative
"VMware, Microsoft Clouds Need Red Hat Linux http://t.co/kWNgIpfI30 Linux training at http://t.co/X5igHQChZW",RupalDBA,
"Microsoft's Xbox music streaming service to launch on iOS, Android - Los Angeles Times http://t.co/wX9VXC3hY0",vpnwonk,
Microsoft buying Nokia for $ 7.2 Billion is like Rakhi Sawant marrying KRK to have handsome and intelligent kid.,ANUJHACKER,negative
Manusia purba jaman microsoft,ditichie,
RT @i4unews: Microsoft Surface to Come with Power Cover Keyboards Error - I4U News: Daily News and Trends for the Geek Mind.,marycelebnews,
microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/t7RjcEtIyb,BeccaDPerkins,
RT @i4unews: Microsoft Surface to Come with Power Cover Keyboards Error - I4U News: Daily News and Trends for the Geek Mind.,elizabethWnews,
RT @i4unews: Microsoft Surface to Come with Power Cover Keyboards Error - I4U News: Daily News and Trends for the Geek Mind.,jeannewscelebs,
Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/xUuTXZYnlL,MarkLaViolette,
RT @windowsappstorm: Woah! Microsoft has made available Xbox Music for iOS and Android in one go http://t.co/soKTRXvccf,khouryrt,
@leydenbjohnson well cuz I have like all the open office stuff... So any Microsoft things won't open therefore I won't be able to print,Gotlemonicedtea,
"@ShotsofTequila_ He thinks hes trynna ""Save me Money"" he wants me to get that Microsoft Tablet/Laptop thing. But i have an Ipad",Heart_aN_Sole,negative
"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/J9qePQPMgP",vpnwonk,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/SM7WaLHS72,i4interactive,positive
RT @MarkRaganCEO: Microsofts new intranet put staffers in charge http://t.co/525GsDtZGZ,John_Teevan,positive
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/Pp159HNid8 #Apple",trendblognet,
Microsoft launches Xbox Music on Web for free http://t.co/9SiAXWtkiL,optimismnow3,
RT @iClarified: Microsoft Releases Xbox Music App for iPhone [Update]... http://t.co/uImVJLo2AS,pilyotrese,
"Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web (Scottrade) http://t.co/mls86GgTJA #apple",AppleLatest,positive
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,PerezvalleyIns,
Microsoft Takes Xbox Music to Rival Devices: Microsoft is finally following through on a pl... http://t.co/4uDCuofiZo #TruOptik #BigData,TruOptik,positive
Last week folks wrote &amp; worried about Microsoft and this week they are worried if #MSFT has too much power &amp; money http://t.co/KS3f45h2oJ,MedicalQuack,negative
Microsoft office takin yrs to download,bigscoot75,negative
Microsoft launches Xbox Music on Web for free - Anchorage Daily News http://t.co/SJHmOZxFKG #musicbizdaily,MusicBizDaily,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,dawn_desiree,positive
"Let's flip things, #Affleck as the new #Microsoft CEO and #Ballmer as the new #Batman. #ProblemSolved",SeePatRun_,
http://t.co/kC4D8GkLBM     microsoft access 2000,i_am_france,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/eOtEgZgEwY #android",iMessage__,
"Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode ~ visit; http://t.co/nuYEC2RZM0",rosalvawhite1,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/ix6DdRnYEQ,tazeo,
Xbox Music goes head on with Spotify: web streaming now... http://t.co/dv3BeJR9CM #android #ios #jerryjohnson #microsoft #engadget #tech,GeekInfoNow,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,TiaanJonker,
Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing.   https://t.co/D5IFhpmFJg,nisconi,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,aodayonline,
@Microsoft links to the iOS and Google Play downloads? Also there's an image on there that stretches out the whole page.,larai29,
@devlead @Clarkezone yep! Hell would freeze over first! @chrissy_o is as Apple-loving as I am Microsoft-loving! Luckily we can coexist..,ozziepeeps,
Microsoft Releases Xbox Music App for iPhone [Update]... http://t.co/uImVJLo2AS,iClarified,
Microsoft launches Xbox Music on Web for free http://t.co/cxm7dxJoB1,it_tech_high,
The outspoken chief exec who engineered Microsoft's Nokia takeover | News | TechRadar http://t.co/JoBX5Ujhgm,NomadAgency,
"Microsoft's Xbox music streaming service to launch on iOS, Android - Los Angeles Times: Wall Stree... http://t.co/V5EENTS3H8 #mustfollow",UrVoiceNews,
I gave @SavorySavings +K about Microsoft Excel on @klout http://t.co/n5W3ssiR5p,tammyschweitz57,
Microsoft Takes Xbox Music to Rival Devices http://t.co/vduaIdKe7C,WSJdigits,positive
"Ideas are our currency, Never show up to a meeting w/out them"" Microsoft's Scott Howe quoting David Ogilvy",SwaneyThersa,
Microsoft actually bought Nokia...Smart Business right there!!!,Hosea_Ouma,positive
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,cad2day,
I just got Microsoft for free.... I LOVE NICK CRISCI,kalin_nehrenz,positive
I think the Xbox One dashboard looks like an improved version of the current. Very Windows 8-like but what did you expect? It's Microsoft.,NamikazeVal,negative
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Adamomanuel,
Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan: 09/09/2013 10:50 Paduan smartphone dengan kamera ... http://t.co/SUe6ya1oO7,FaarihaAulia,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,brbtweets,
"Microsoft Expands Xbox Music Service to Android, Apple Devices Businessweek Microsoft Corp. (MSFT:US) is http://t.co/SMsVsu5C5p #Android",UsAndroid,
"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/2y2NfjH7jH #android",MiyabiID,
"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W",annettejuless,
Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/X1GtQ2yRHy #apple,MoreNewz,
"Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpqBr #billboard",OverdriveMG,
"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music servi... http://t.co/kMH9juyKI7",Feed4Tech,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,WEB7BEST,
Computerworld: NZs ISVs one of top adopters of the Azure platform: Microsoft http://t.co/blHINVXOxu,ict_news,
"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W",JUSSABALLA,
"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W",cwaltman40,
"As Elop returns to Microsoft, odds shift for CEO choice  http://t.co/wrlwpvNmgA",mdvrdrmn,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,maxmorix,
Microsoft is sending Alex a Microsoft Surface. Completely humbled by how well the tech community has treated her today. Blah blown away,kkjordan,positive
Cool game! Microsoft Zoo Tycoon for Xbox One Pre-order http://t.co/BTKQ0CnF69,PS_Beyond,positive
microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/mHXG9qOaAa,_vertol,
"Microsoft Launches Xbox Music on Web for Free: Microsoft tackles online music with free, streaming Xbox Music;... http://t.co/a3k3LRpE3h",eurogemonline,positive
"If you have Windows 8, you can personalize your computer and get the most amazing themes from the Windows website. http://t.co/Vzh2lTlDlP",RagdollCatLover,positive
Free Xbox Live - Free Microsoft Points! http://t.co/fH1F0DyUK6,proton_lance,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,karamflora,
Hate Microsoft 8 with my life fuck you,MAAAAARIYA,negative
"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",rickyberlian,
"""Suprieur Logiciel added you to list code_psn/microsoft-points-gnrer-2"" wtf?",Harry_sistible,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Altuhafi,
"Customer Analysis Software for Microsoft Excel http://t.co/EiyXhJakZQ""",miabusinessplan,
Fans ! September deals on #Microsoft #Surface ! Check out the full details here &gt; http://t.co/6KHtdUhCPD #TMProducts,ThunderMatch,
Microsoft launches Xbox Music on Web for free: Microsoft is making its Xbox Music streaming ... http://t.co/TwsknRDzNl #UFO4UBlogScience,UFO4U,positive
"RT @OverdriveMG: Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpq",TtJeanne,
"RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open",btgurley,
"New post: Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web http://t.co/1izonSlmFu",NationalNews247,
Read Ballmers Letter About Nokia Deal -  Microsoft CEO Steve Ballmer sent the following letter to Microsoft... http://t.co/gsuTnNO3IZ,RedneckJournal,
"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/c7mGQ7xEtm #android",iMessage__,
"#Microsoft readies a tsunami of patches for #Windows, IE, Office http://t.co/EXgOZjapK1",TelosSe7en,
"If you can't comprehend Microsoft Word, I can't with you",IAm_BHam22,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/4EDGFBBUKp",techslate,
"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",riezhalnp,
someday I will replace Bill Gates at Microsoft Corp. and I'm believe it,Kodok712,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,tracygrierDet,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,asadumtweets,
microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/EkjKr5JnQo,4olito,
Microsoft Menangkan Paten Lawan Motorola | KOMPAS TEKNO http://t.co/OxKhyVAHzC #CCR,HerryFahrur,
You have to understand the most dangerious virus to have is the one you don't know about ! Microsoft windows is a FBI virus,AnonymousGrit,negative
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/sEc0ob4WFz,tweettappan,
"Great results, awesome rewards just for searching with Bing. Join @BingRewards! I'll get a nice bonus too: http://t.co/KkFZQbE5hz",SheCat852,
"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",Mang_Zippy,
Good news: Microsoft Wins Big in Motorola Patent Case http://t.co/OxBzIYPSXy,iplayallgames,positive
"RT @deniseleeyohn: Samsung Vs Microsoft http://t.co/Dru1j2uqXM via @scottdavisshift |""clarity in positioning pushes all of us into new &amp; im",centriciti,
would be cool if #Sony &amp; #Microsoft could use same online formats for multiplayer games. Then don't need same system for online multiplayer.,NavyBoundTendy,
Microsoft Takes Xbox Music to Rival Devices http://t.co/8TZpNtwgmO,chelsea_sales,
( o)- RT @liputan6dotcom: Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan http://t.co/0M8uZzoD1B,marubotsAm,
"""@CBSDenver: RT @CBSNews: Microsoft buying Nokia's devices, services unit for $7.2B http://t.co/tPgsjRpl7k""",higginslia3,
"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/XAMCFSVRRm #android",SteveJobShirt,
@TrueKevin_ DUDE I NEED TO BUY MICROSOFT,ViciousValdez18,positive
"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/PymgxOHrrL #android",MajelAndroid,
I guess Microsoft could just label me as a cheater when there's people that hit people off and ban them from Xbox live. Good fucking job .,Im_Specs,negative
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/RyNXyOswPx #tech,Prosourcing,
"Death is spelled ""Microsoft Excel"" @RMSagona @bart1482  -sincerely fuck this shit",BigBearHaff,negative
Microsoft Launches Xbox Music on Web for Free http://t.co/KWudO51hsL,pacrepublic,
Microsoft Turunkan Harga Nokia Lumia 1020 Di Amerika http://t.co/HIN3fncaZK #JNinfo,AYANX234,
"I've been sitting at my laptop for an hour &amp; a half now, attempting to write a paper. I haven't even opened Microsoft Word yet. #distracted",ciaraeden,
#ChongqingJobs Associate Test Consultant Job: Microsoft - Chongqing - Job Category:... http://t.co/IdY7psJMyZ #Job #Chongqing #Jobs,Chongqing_Jobs,
"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",iamadityaanand,
I have to use microsoft word for something due tomorrow and i dont have microsoft word....,jigglypuffash,
Info Cash: Make easy money online by legally exploiting the new Facebook and Microsoft search engine. http://t.co/mZs6IS7Mfn,Raja_Koppula,
Microsoft launches Xbox Music on Web for free http://t.co/TBwuLqJpaP,fashiontoptrend,
Microsoft Turunkan Harga Nokia Lumia 1020 Di Amerika http://t.co/OxJiIyYjJX,ardi_tkn,
soon as Microsoft launches its new search engine called Bing Google competition become hotter no,reaccept1bycBid,
Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan: 09/09/2013 10:50 Paduan smartphone dengan kamera ... http://t.co/MxkS2AKHsW,FadhilRNL,
"I've been sitting at my laptop for and hour &amp; a half now, attempting to write a paper. I haven't even opened Microsoft Word yet. #distracted",ciaraeden,
the Microsoft Project to SharePoint Sync with a Customized SharePoint Site for Project Managemen,hutchn9snighsn9,
"THIS GIRL TRIED TO MAKE HER ASS LOOK BIGGER USING MICROSOFT PAINT IM DONE I JUST I AM DONE pic,twitter,com/upcW5EZz",pilch_96,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Alok1783Gupta,
Thanks to microsoft for sending me and Xbox one demo console! http://t.co/wLmFlH5gNc,bjung20,positive
"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music servi... http://t.co/RVVJ1u4PRM",spotback,
"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music servi... http://t.co/SFh55ciItY",TechFeed_,
Microsoft launches Xbox Music on Web for free - http://t.co/GnYdtkFEVD #tech #apple #gadgets #internet #ff #rt #follow,electrogeek,
"brand you template If you have Microsoft Word or another word processing program, then you might notice shapes and colors at the to",Catherinazy0,
RT @KingQuagmire: #Microsoft Sending Out Replies to ID@Xbox Applicants http://t.co/KlLk7w2ZRN #XboxOne,GamingDT,
Guys I have opinions about Microsoft's dev tools and technologies,DerBundinator,neutral
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/fkceUlhc56,yusnizam,
"Worries That Microsoft Is Growing Too Tricky to Manage, via @nytimes http://t.co/gIw4UZgL3u",MoisesBujanda,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,TechWriter_ch,
lol i was panicking when my microsoft word doc hanged. luckily it survived and i immediately saved the document :x,frappeliciousQT,negative
"RT @AndroidPolice: Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/DceZ2Im2MI",Kryptonal,
"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",rinadesirina,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,ithinkdiff,
RT @9to5mac: Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/HLdDeWYMj9,prolfes,
"Microsofts Xbox Music expands to iOS, Android and web http://t.co/TM74C0fe27 via @geekwire",CherylAHawley,
Microsoft expands Xbox Music service to Web and devices - USA TODAY http://t.co/bL7qzsZBiH,GoogleTechNews,
"#iOS Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/IJPBjGM1hk #Apple",iMessage__,
RT @MicrosoftUKM: Tahukah Anda? Microsoft akan menghentikan support utk Windows XP &amp; Office 2003 pada tanggal 8 April 2014 http://t.co/T0fC,firmanrdiansyah,
"RT @Microsoft: Xbox Music: 30 Million songs on Windows 8, Xbox, Windows Phone, and now iOS, Android and the Web. http://t.co/yxkil4V7Gk cool",BendePapi,
"Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No... http://t.co/a7zYRkHtyF via @AndroidPolice #Android",Droid,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/DYpoT6fZZ6,i4harold,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/52ihzhDfby,qwerty_sg,
"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W",Kevin10Richards,
"[TheVerge] Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music service today, ne...",InstantNewsFeed,
"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",LufianaNingrum,
"News: Microsoft Turunkan Harga Nokia Lumia 1020 Di Amerika: Di Amerika, beberapa toko online mulai menawarkan ... http://t.co/syyqAcJRm6",Balicomp,
http://t.co/CTkJ3r85Yt  microsoft office word,silver1204,
"InDesign is a bit like Microsoft Publisher, except with Adobes integrated graphics platfor",Prehm_41586,
"Xbox Music Launches On Ios And Android, Free Streaming On The Web:  Microsoft is expanding its Xbox Music serv... http://t.co/5VRYZFuX5R",MobileForumsNet,
hotmail       microsoft  5      ,00771f8_mzmz,
RT @deantak: Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/OFpFirTA5h via @Ga,noreasonspec,
"""Worries That Microsoft Is Growing Too Tricky to Manage"" good read http://t.co/p8AWGnGBpD",mwplaisance,
Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/fyXexQYhjn,rsktkr,
RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,sweetbaibegal,
Microsoft expands Xbox Music service to Web and devices http://t.co/gmJnI58dzr,RocNext,
"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/TiksrY6IDE",JulianHart,
[] Microsoft  Power Cover  ? ( Surface 2) http://t.co/cic8lFDiXz,TabletD,
Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/HlwWiIjJN2,MediaBlurp,
P2 Phr Is Pe Jao HIKEY_LOCAL_MACHINE/ software/ microsoft/ windows Nt/ current Version/ prefetcher Tu Right Taraf Likha HoGa C Next,ahmedtrixs,
