HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.tweet0,Input.tweet1,Input.tweet2,Input.tweet3,Input.tweet4,Input.tweet5,Input.tweet6,Input.tweet7,Input.tweet8,Input.tweet9,Input.control,Input.label,Answer.Q0,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7,Answer.Q8,Answer.Q9,Answer.comment,Approve,Reject
2FILWSBRI8IUH630NTAH1TLB52I2EB,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,23YS8SV7WGKCIZQRHX13CMHAXAMQ0Z,A2FX9JQSS8NL7K,Approved,Wed Sep 18 06:27:56 GMT 2013,Wed Sep 18 06:28:32 GMT 2013,Wed Sep 18 14:28:32 GMT 2013,2013/09/18 14:30:17 +0000,,,36,100% (27/27),100% (27/27),100% (27/27),is offered by Microsoft as a free download for the Windows operating syste,Looks like I'm buying Microsoft points Wednesday! Need the new zombie map :$,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"InDesign is a bit like Microsoft Publisher, except with Adobes integrated graphics platfor",I'm going to buy Tandy this week. The premium laptop manufacturer. #Microsoft #Windows,"Microsoft products Xp, Vista etc This",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open",Microsoft launches Xbox Music on Web for free http://t.co/uIQef4Ex5i,"Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/tRBk9mKHkt via AndroidPolice ...",3,positive,Choice1,Choice2,Choice3,Choice4,Choice1,Choice5,Choice1,Choice3,Choice5,Choice5,,,
2FILWSBRI8IUH630NTAH1TLB52I2EB,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2KGO2GMMEGOOMUXI0R9AJ2SEQEE99A,A3C3GL62N7ITA9,Approved,Wed Sep 18 07:23:57 GMT 2013,Wed Sep 18 07:24:48 GMT 2013,Wed Sep 18 15:24:48 GMT 2013,2013/09/18 15:25:17 +0000,,,51,100% (12/12),100% (12/12),100% (12/12),is offered by Microsoft as a free download for the Windows operating syste,Looks like I'm buying Microsoft points Wednesday! Need the new zombie map :$,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"InDesign is a bit like Microsoft Publisher, except with Adobes integrated graphics platfor",I'm going to buy Tandy this week. The premium laptop manufacturer. #Microsoft #Windows,"Microsoft products Xp, Vista etc This",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open",Microsoft launches Xbox Music on Web for free http://t.co/uIQef4Ex5i,"Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/tRBk9mKHkt via AndroidPolice ...",3,positive,Choice5,Choice2,Choice4,Choice4,Choice4,Choice4,Choice5,Choice4,Choice4,Choice3,,,
2FILWSBRI8IUH630NTAH1TLB52I2EB,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2UQEPLSP75KLSA1PH91HZEQVRBLSYQ,A1DU8ERYMY6P9S,Approved,Wed Sep 18 05:59:04 GMT 2013,Wed Sep 18 05:59:25 GMT 2013,Wed Sep 18 13:59:25 GMT 2013,2013/09/18 14:00:17 +0000,,,21,100% (21/21),100% (21/21),100% (21/21),is offered by Microsoft as a free download for the Windows operating syste,Looks like I'm buying Microsoft points Wednesday! Need the new zombie map :$,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"InDesign is a bit like Microsoft Publisher, except with Adobes integrated graphics platfor",I'm going to buy Tandy this week. The premium laptop manufacturer. #Microsoft #Windows,"Microsoft products Xp, Vista etc This",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open",Microsoft launches Xbox Music on Web for free http://t.co/uIQef4Ex5i,"Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/tRBk9mKHkt via AndroidPolice ...",3,positive,Choice3,Choice3,Choice3,Choice4,Choice5,Choice6,Choice3,Choice3,Choice6,Choice3,,,
2OKJENLVWJ5OVF5491Q87MWB9V80SR,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,25IVJ8EBDPGFRA0I3HQ90NDWQ8C0FE,A1UYEKLO65NE9A,Approved,Wed Sep 18 06:16:34 GMT 2013,Wed Sep 18 06:17:55 GMT 2013,Wed Sep 18 14:17:55 GMT 2013,2013/09/18 14:20:18 +0000,,,81,100% (63/63),100% (63/63),100% (63/63),I'm so tired of seeing commercials with dancing flash mobs. nobody is that happy about a microsoft surface or toyota.,#venture Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/SXPySNb5l1,If Balmer stepping down as Microsoft CEO raises stock its price by 500m imagine the uptick for Nokia if it were to finally fire lame Elop !,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Microsoft paint tho? lol RT @Wassupyaya: This is just mean LMAO http://t.co/eqra9rMVrv,Check out my newest video of the Xbox One dashboard! #XboxOne #Microsoft #XboxLive http://t.co/DhSz7luKIM #PS4 #nextgen #console #Xbox360,"No wonder, Microsoft plans to get married next year to Nokia @nytimes http://t.co/ZJrbNVailM ~ Will it be a new beginning for both firms?","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/dQ3CdCUjfd androids",#ChongqingJobs Consultant Job: Microsoft - Chongqing - Job Category: Services &amp;... http://t.co/Hqethg9lYc #Job #Chongqing #Jobs,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,5,positive,Choice2,Choice2,Choice3,Choice4,Choice3,Choice4,Choice2,Choice3,Choice4,Choice3,,,
2OKJENLVWJ5OVF5491Q87MWB9V80SR,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2GJ70G5R98D8P70KLHJS2NYCON3SCI,A3PDKI5EE5ZC5B,Approved,Wed Sep 18 06:34:01 GMT 2013,Wed Sep 18 06:35:52 GMT 2013,Wed Sep 18 14:35:52 GMT 2013,2013/09/18 14:40:16 +0000,,,111,100% (23/23),100% (23/23),100% (23/23),I'm so tired of seeing commercials with dancing flash mobs. nobody is that happy about a microsoft surface or toyota.,#venture Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/SXPySNb5l1,If Balmer stepping down as Microsoft CEO raises stock its price by 500m imagine the uptick for Nokia if it were to finally fire lame Elop !,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Microsoft paint tho? lol RT @Wassupyaya: This is just mean LMAO http://t.co/eqra9rMVrv,Check out my newest video of the Xbox One dashboard! #XboxOne #Microsoft #XboxLive http://t.co/DhSz7luKIM #PS4 #nextgen #console #Xbox360,"No wonder, Microsoft plans to get married next year to Nokia @nytimes http://t.co/ZJrbNVailM ~ Will it be a new beginning for both firms?","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/dQ3CdCUjfd androids",#ChongqingJobs Consultant Job: Microsoft - Chongqing - Job Category: Services &amp;... http://t.co/Hqethg9lYc #Job #Chongqing #Jobs,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,5,positive,Choice2,Choice4,Choice3,Choice4,Choice4,Choice3,Choice2,Choice3,Choice3,Choice1,,,
2OKJENLVWJ5OVF5491Q87MWB9V80SR,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2TMNU8LZ6R70M9WFMYZJCVE74CBL5R,AFAJMHG41F7Q9,Approved,Wed Sep 18 07:18:33 GMT 2013,Wed Sep 18 07:20:29 GMT 2013,Wed Sep 18 15:20:29 GMT 2013,2013/09/18 15:25:16 +0000,,,116,100% (26/26),100% (26/26),100% (26/26),I'm so tired of seeing commercials with dancing flash mobs. nobody is that happy about a microsoft surface or toyota.,#venture Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/SXPySNb5l1,If Balmer stepping down as Microsoft CEO raises stock its price by 500m imagine the uptick for Nokia if it were to finally fire lame Elop !,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Microsoft paint tho? lol RT @Wassupyaya: This is just mean LMAO http://t.co/eqra9rMVrv,Check out my newest video of the Xbox One dashboard! #XboxOne #Microsoft #XboxLive http://t.co/DhSz7luKIM #PS4 #nextgen #console #Xbox360,"No wonder, Microsoft plans to get married next year to Nokia @nytimes http://t.co/ZJrbNVailM ~ Will it be a new beginning for both firms?","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/dQ3CdCUjfd androids",#ChongqingJobs Consultant Job: Microsoft - Chongqing - Job Category: Services &amp;... http://t.co/Hqethg9lYc #Job #Chongqing #Jobs,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,5,positive,Choice2,Choice4,Choice3,Choice4,Choice3,Choice4,Choice2,Choice3,Choice4,Choice4,,,
2XE40SPW1INMNK3WI4UNJB6BH3X2FT,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,239V8ER9Y8TNQMR567WKOHS2W6G5SM,A1UYEKLO65NE9A,Approved,Wed Sep 18 05:41:16 GMT 2013,Wed Sep 18 05:41:53 GMT 2013,Wed Sep 18 13:41:53 GMT 2013,2013/09/18 13:45:17 +0000,,,37,100% (63/63),100% (63/63),100% (63/63),Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform... http://t.co/vuAhgxsqpN #iOS6 #iPhone #iPad,#Microsoft releases #Xbox Music for #iOS with ad-free #music streaming and cross-platformsyncing http://t.co/di6IBODnOI,Microsoft YouthSpark Scholarship awarded to 4 youths with disabilities http://t.co/IkxWa8K1k7 via @e27co,Microsoft Patenkan Desain Penyangga Surface 2 yg dpt merubah menjadi tablet &amp; notebook karena keberadaan cover keyboard yang menutupinya,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Microsoft YouthSpark Scholarship Ignites Passion for Learning in Students with Disabilities in #Singapore http://t.co/tyZBlNENjs,@Microsoft @xBox How much will the xbox one cost?,Windows XP post April 2014: Non-Microsoft support emerges | ZDNet - ... http://t.co/Cxp0bTMvo3,virtually impossible now ~ Microsoft bought the software &amp; hardware division of Nokia @MKBHD: I'd buy this so hard. http://t.co/WSjPLwyTDS,"Like my laptop is 8 years old, still has windows xp, is slow as fuck, it's missing three keys, and doesn't even have Microsoft word",5,positive,Choice4,Choice2,Choice3,Choice4,Choice4,Choice6,Choice4,Choice3,Choice6,Choice4,,,
2XE40SPW1INMNK3WI4UNJB6BH3X2FT,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2EUJ1LY58B72DQ5OU0BHM16YNCCS7P,A3PDKI5EE5ZC5B,Approved,Wed Sep 18 06:32:03 GMT 2013,Wed Sep 18 06:33:55 GMT 2013,Wed Sep 18 14:33:55 GMT 2013,2013/09/18 14:35:17 +0000,,,112,100% (23/23),100% (23/23),100% (23/23),Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform... http://t.co/vuAhgxsqpN #iOS6 #iPhone #iPad,#Microsoft releases #Xbox Music for #iOS with ad-free #music streaming and cross-platformsyncing http://t.co/di6IBODnOI,Microsoft YouthSpark Scholarship awarded to 4 youths with disabilities http://t.co/IkxWa8K1k7 via @e27co,Microsoft Patenkan Desain Penyangga Surface 2 yg dpt merubah menjadi tablet &amp; notebook karena keberadaan cover keyboard yang menutupinya,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Microsoft YouthSpark Scholarship Ignites Passion for Learning in Students with Disabilities in #Singapore http://t.co/tyZBlNENjs,@Microsoft @xBox How much will the xbox one cost?,Windows XP post April 2014: Non-Microsoft support emerges | ZDNet - ... http://t.co/Cxp0bTMvo3,virtually impossible now ~ Microsoft bought the software &amp; hardware division of Nokia @MKBHD: I'd buy this so hard. http://t.co/WSjPLwyTDS,"Like my laptop is 8 years old, still has windows xp, is slow as fuck, it's missing three keys, and doesn't even have Microsoft word",5,positive,Choice4,Choice2,Choice3,Choice4,Choice4,Choice6,Choice4,Choice3,Choice6,Choice3,,,
2XE40SPW1INMNK3WI4UNJB6BH3X2FT,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2Y9OVR14IXKO8PE8VZ3WJ6X368V98K,AFAJMHG41F7Q9,Approved,Wed Sep 18 06:36:56 GMT 2013,Wed Sep 18 06:42:25 GMT 2013,Wed Sep 18 14:42:25 GMT 2013,2013/09/18 14:45:16 +0000,,,329,100% (26/26),100% (26/26),100% (26/26),Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform... http://t.co/vuAhgxsqpN #iOS6 #iPhone #iPad,#Microsoft releases #Xbox Music for #iOS with ad-free #music streaming and cross-platformsyncing http://t.co/di6IBODnOI,Microsoft YouthSpark Scholarship awarded to 4 youths with disabilities http://t.co/IkxWa8K1k7 via @e27co,Microsoft Patenkan Desain Penyangga Surface 2 yg dpt merubah menjadi tablet &amp; notebook karena keberadaan cover keyboard yang menutupinya,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Microsoft YouthSpark Scholarship Ignites Passion for Learning in Students with Disabilities in #Singapore http://t.co/tyZBlNENjs,@Microsoft @xBox How much will the xbox one cost?,Windows XP post April 2014: Non-Microsoft support emerges | ZDNet - ... http://t.co/Cxp0bTMvo3,virtually impossible now ~ Microsoft bought the software &amp; hardware division of Nokia @MKBHD: I'd buy this so hard. http://t.co/WSjPLwyTDS,"Like my laptop is 8 years old, still has windows xp, is slow as fuck, it's missing three keys, and doesn't even have Microsoft word",5,positive,Choice4,Choice2,Choice3,Choice4,Choice4,Choice4,Choice4,Choice3,Choice4,Choice3,"Should provide an option ""Foreign language"" or better ""Can't determine"" that could be used in instances where the tweet is in a foreign language. Tweet #4 in this case.",,
26R746OQ1SNQWBVCLLW1ZKCNTIKO4X,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:34 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:34 GMT 2013,,,25H3TVOK5UFJB53D4ZFZOYQS9W947U,A1UYEKLO65NE9A,Approved,Wed Sep 18 05:51:05 GMT 2013,Wed Sep 18 05:51:54 GMT 2013,Wed Sep 18 13:51:54 GMT 2013,2013/09/18 13:55:17 +0000,,,49,100% (63/63),100% (63/63),100% (63/63),Microsoft expands Xbox Music service to Web and devices - USA TODAY: Wall Street Journal (blog)Microsoft expan... http://t.co/jTDhOkhajo,"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"With Android plateauing, can Microsoft take advantage? - Indian Express: Indian ExpressWith Androi... http://t.co/2D4TQ3g3Ur #Tech #News",Microsoft Takes Xbox Music to Rival Devices http://t.co/yiDrAfoUTs #Microsoft #NewsMakers #music,"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/CXbyQ73DLG",Microsoft  Bing  http://t.co/ugXSur87vG #THN24TECH,Microsoft Rated Top Employer In Africa - Ventures Africa http://t.co/jzQklb3Bme,Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/6U9EGAKRAz,"brand you template If you have Microsoft Word or another word processing program, then you might notice shapes and colors at the to",7,positive,Choice4,Choice4,Choice3,Choice4,Choice4,Choice4,Choice4,Choice3,Choice4,Choice4,,,
26R746OQ1SNQWBVCLLW1ZKCNTIKO4X,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:34 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:34 GMT 2013,,,2QB2D21O3W5XN4OV3D92TYEPTC89F1,A3B474LIYGQ6DO,Approved,Wed Sep 18 06:40:49 GMT 2013,Wed Sep 18 06:42:49 GMT 2013,Wed Sep 18 14:42:49 GMT 2013,2013/09/18 14:45:16 +0000,,,120,100% (27/27),100% (27/27),100% (27/27),Microsoft expands Xbox Music service to Web and devices - USA TODAY: Wall Street Journal (blog)Microsoft expan... http://t.co/jTDhOkhajo,"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"With Android plateauing, can Microsoft take advantage? - Indian Express: Indian ExpressWith Androi... http://t.co/2D4TQ3g3Ur #Tech #News",Microsoft Takes Xbox Music to Rival Devices http://t.co/yiDrAfoUTs #Microsoft #NewsMakers #music,"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/CXbyQ73DLG",Microsoft  Bing  http://t.co/ugXSur87vG #THN24TECH,Microsoft Rated Top Employer In Africa - Ventures Africa http://t.co/jzQklb3Bme,Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/6U9EGAKRAz,"brand you template If you have Microsoft Word or another word processing program, then you might notice shapes and colors at the to",7,positive,Choice5,Choice5,Choice5,Choice4,Choice5,Choice5,Choice5,Choice5,Choice5,Choice4,GOOD ATTEMPT,,
26R746OQ1SNQWBVCLLW1ZKCNTIKO4X,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:34 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:34 GMT 2013,,,2WYIAA2SEIUU045U45BADIISGCKOOF,A2RYLSV8FIZS0D,Approved,Wed Sep 18 06:54:33 GMT 2013,Wed Sep 18 06:57:26 GMT 2013,Wed Sep 18 14:57:26 GMT 2013,2013/09/18 15:00:17 +0000,,,173,100% (21/21),100% (21/21),100% (21/21),Microsoft expands Xbox Music service to Web and devices - USA TODAY: Wall Street Journal (blog)Microsoft expan... http://t.co/jTDhOkhajo,"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"With Android plateauing, can Microsoft take advantage? - Indian Express: Indian ExpressWith Androi... http://t.co/2D4TQ3g3Ur #Tech #News",Microsoft Takes Xbox Music to Rival Devices http://t.co/yiDrAfoUTs #Microsoft #NewsMakers #music,"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/CXbyQ73DLG",Microsoft  Bing  http://t.co/ugXSur87vG #THN24TECH,Microsoft Rated Top Employer In Africa - Ventures Africa http://t.co/jzQklb3Bme,Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/6U9EGAKRAz,"brand you template If you have Microsoft Word or another word processing program, then you might notice shapes and colors at the to",7,positive,Choice3,Choice2,Choice3,Choice4,Choice3,Choice6,Choice3,Choice3,Choice6,Choice1,,,
2UNNQYN5F3Q0PKAZC7EC5YB4BWRD9L,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:34 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:34 GMT 2013,,,28L3DHJHP4BDJOLACTIS69X3ONOW35,ALSHA3DAWJWRO,Approved,Wed Sep 18 07:27:20 GMT 2013,Wed Sep 18 07:28:27 GMT 2013,Wed Sep 18 15:28:27 GMT 2013,2013/09/18 15:30:18 +0000,,,67,100% (18/18),100% (18/18),100% (18/18),"@heyimsydnee actually I went to the library site, on the right side, in ask a question, I typed how do I download Microsoft 2013?",Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/i81uKeDsSz,Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform... http://t.co/bMUNfd5xu9,"I wish microsoft could bring back J Allard , Robbie Bach or most importantly Paul Maritz as CEO, they need some one with vision","Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/MxHngwLj15","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","Great results, awesome rewards just for searching with Bing. Join @BingRewards! I'll get a nice bonus too: http://t.co/zfyPb6EJCg","The streaming music wars get a bit hotter ahead of iOS 7's launch, with Microsoft releasing Xbox Music for iOS. http://t.co/oTJZ4HzikG",Someone needs to get home so I can go cuddle and download Microsoft Office. #HurryHome,"Microsoft announces Xbox Music, coming to 360, PCs, tablets and phones http://t.co/79hmoh9U93",3,negative,Choice3,Choice5,Choice4,Choice4,Choice5,Choice6,Choice3,Choice4,Choice6,Choice1,,,
2UNNQYN5F3Q0PKAZC7EC5YB4BWRD9L,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:34 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:34 GMT 2013,,,2KGO2GMMEGOOMUXI0R9AJ2SEQED999,A1UYEKLO65NE9A,Approved,Wed Sep 18 06:37:36 GMT 2013,Wed Sep 18 06:38:51 GMT 2013,Wed Sep 18 14:38:51 GMT 2013,2013/09/18 14:40:17 +0000,,,75,100% (63/63),100% (63/63),100% (63/63),"@heyimsydnee actually I went to the library site, on the right side, in ask a question, I typed how do I download Microsoft 2013?",Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/i81uKeDsSz,Microsoft quietly releases Xbox Music for iOS with ad-free music streaming and cross-platform... http://t.co/bMUNfd5xu9,"I wish microsoft could bring back J Allard , Robbie Bach or most importantly Paul Maritz as CEO, they need some one with vision","Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/MxHngwLj15","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","Great results, awesome rewards just for searching with Bing. Join @BingRewards! I'll get a nice bonus too: http://t.co/zfyPb6EJCg","The streaming music wars get a bit hotter ahead of iOS 7's launch, with Microsoft releasing Xbox Music for iOS. http://t.co/oTJZ4HzikG",Someone needs to get home so I can go cuddle and download Microsoft Office. #HurryHome,"Microsoft announces Xbox Music, coming to 360, PCs, tablets and phones http://t.co/79hmoh9U93",3,negative,Choice3,Choice4,Choice4,Choice4,Choice4,Choice4,Choice3,Choice4,Choice4,Choice4,,,
